signal_ts_utc,signal_ts_et,direction,confidence,entry_price,entry_filled,stop_price,stop_filled,target1_filled,target2_filled,outcome_type,exit_price,mae,mfe,r_multiple,holding_minutes,outcome_events
2026-05-04T19:07:03.529Z,2026-05-04T15:07:03.529000-04:00,SHORT,83.4,7228.0,7228.75,7241.0,7242.0,7215.0,7202.0,TIMEOUT,7229.5,2.25,5.5,-0.05660377358490566,30,54737
2026-05-04T19:07:13.289Z,2026-05-04T15:07:13.289000-04:00,SHORT,83.4,7228.0,7228.75,7241.0,7242.0,7215.0,7202.0,TIMEOUT,7230.0,2.25,5.5,-0.09433962264150944,30,54076
2026-05-04T19:07:13.807Z,2026-05-04T15:07:13.807000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,53962
2026-05-04T19:07:14.732Z,2026-05-04T15:07:14.732000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,53951
2026-05-04T19:07:15.603Z,2026-05-04T15:07:15.603000-04:00,SHORT,83.4,7228.0,7228.75,7241.0,7242.0,7215.0,7202.0,TIMEOUT,7230.0,2.25,5.5,-0.09433962264150944,30,53925
2026-05-04T19:07:22.648Z,2026-05-04T15:07:22.648000-04:00,SHORT,83.4,7227.5,7228.25,7240.5,7241.5,7214.5,7201.5,TIMEOUT,7230.0,2.75,5.0,-0.1320754716981132,30,53937
2026-05-04T19:07:22.761Z,2026-05-04T15:07:22.761000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.0,2.5,5.25,-0.11320754716981132,30,53915
2026-05-04T19:07:23.587Z,2026-05-04T15:07:23.587000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.25,2.5,5.25,-0.1320754716981132,30,53944
2026-05-04T19:07:23.690Z,2026-05-04T15:07:23.690000-04:00,SHORT,83.4,7227.75,7228.5,7240.75,7241.75,7214.75,7201.75,TIMEOUT,7230.25,2.5,5.25,-0.1320754716981132,30,53925
2026-05-04T19:07:24.120Z,2026-05-04T15:07:24.120000-04:00,SHORT,83.4,7228.0,7228.75,7241.0,7242.0,7215.0,7202.0,TIMEOUT,7230.25,2.25,5.5,-0.11320754716981132,30,53936
2026-05-04T19:07:41.463Z,2026-05-04T15:07:41.463000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,52352
2026-05-04T19:07:41.486Z,2026-05-04T15:07:41.486000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,52248
2026-05-04T19:07:41.488Z,2026-05-04T15:07:41.488000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,52235
2026-05-04T19:07:41.497Z,2026-05-04T15:07:41.497000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,52212
2026-05-04T19:07:41.524Z,2026-05-04T15:07:41.524000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7230.5,2.5,5.25,-0.16326530612244897,30,52160
2026-05-04T19:07:41.545Z,2026-05-04T15:07:41.545000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7230.5,2.5,5.25,-0.16326530612244897,30,52106
2026-05-04T19:07:41.546Z,2026-05-04T15:07:41.546000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7230.5,2.5,5.25,-0.16326530612244897,30,52091
2026-05-04T19:07:41.558Z,2026-05-04T15:07:41.558000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7230.5,2.5,5.25,-0.16326530612244897,30,52069
2026-05-04T19:07:41.566Z,2026-05-04T15:07:41.566000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7230.5,2.25,5.5,-0.14285714285714285,30,52028
2026-05-04T19:07:41.570Z,2026-05-04T15:07:41.570000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7230.5,2.25,5.5,-0.14285714285714285,30,52007
2026-05-04T19:07:41.584Z,2026-05-04T15:07:41.584000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7230.5,2.5,5.25,-0.16326530612244897,30,51969
2026-05-04T19:07:41.591Z,2026-05-04T15:07:41.591000-04:00,SHORT,83.4,7227.75,7228.5,7240.0,7241.0,7215.5,7203.25,TIMEOUT,7230.5,2.5,5.25,-0.16,30,51946
2026-05-04T19:07:41.606Z,2026-05-04T15:07:41.606000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,51908
2026-05-04T19:07:43.042Z,2026-05-04T15:07:43.042000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,50995
2026-05-04T19:07:43.072Z,2026-05-04T15:07:43.072000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,50982
2026-05-04T19:07:45.364Z,2026-05-04T15:07:45.364000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,50308
2026-05-04T19:07:45.366Z,2026-05-04T15:07:45.366000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,50277
2026-05-04T19:07:45.424Z,2026-05-04T15:07:45.424000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7230.5,2.75,5.0,-0.1836734693877551,30,50228
2026-05-04T19:07:45.426Z,2026-05-04T15:07:45.426000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7230.5,2.5,5.25,-0.16326530612244897,30,50206
2026-05-04T19:07:45.433Z,2026-05-04T15:07:45.433000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7230.5,2.25,5.5,-0.14285714285714285,30,50161
2026-05-04T19:07:45.448Z,2026-05-04T15:07:45.448000-04:00,SHORT,83.4,7227.5,7228.25,7240.0,7241.0,7215.0,7202.5,TIMEOUT,7230.5,2.75,5.0,-0.17647058823529413,30,50122
2026-05-04T19:07:45.453Z,2026-05-04T15:07:45.453000-04:00,SHORT,83.4,7227.5,7228.25,7239.75,7240.75,7215.25,7203.0,TIMEOUT,7230.5,2.75,5.0,-0.18,30,50100
2026-05-04T19:07:52.466Z,2026-05-04T15:07:52.466000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7231.0,2.75,5.0,-0.22448979591836735,30,49209
2026-05-04T19:07:54.123Z,2026-05-04T15:07:54.123000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7231.0,2.75,5.0,-0.22448979591836735,30,49225
2026-05-04T19:07:58.548Z,2026-05-04T15:07:58.548000-04:00,SHORT,83.4,7227.5,7228.25,7239.5,7240.5,7215.5,7203.5,TIMEOUT,7231.0,3.0,5.0,-0.22448979591836735,30,49141
2026-05-04T19:07:59.535Z,2026-05-04T15:07:59.535000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7231.0,2.75,5.25,-0.20408163265306123,30,49173
2026-05-04T19:07:59.554Z,2026-05-04T15:07:59.554000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7231.0,2.5,5.5,-0.1836734693877551,30,49159
2026-05-04T19:08:00.051Z,2026-05-04T15:08:00.051000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7230.75,2.5,5.5,-0.16326530612244897,30,49125
2026-05-04T19:08:01.969Z,2026-05-04T15:08:01.969000-04:00,SHORT,83.4,7227.75,7228.5,7239.75,7240.75,7215.75,7203.75,TIMEOUT,7230.75,2.75,5.25,-0.1836734693877551,30,49117
2026-05-04T19:08:02.382Z,2026-05-04T15:08:02.382000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7231.0,2.5,5.5,-0.1836734693877551,30,49082
2026-05-04T19:08:02.574Z,2026-05-04T15:08:02.574000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7231.0,2.5,5.5,-0.1836734693877551,30,49062
2026-05-04T19:08:04.059Z,2026-05-04T15:08:04.059000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7231.0,2.5,5.5,-0.1836734693877551,30,49043
2026-05-04T19:08:04.066Z,2026-05-04T15:08:04.066000-04:00,SHORT,83.4,7228.0,7228.75,7240.0,7241.0,7216.0,7204.0,TIMEOUT,7231.0,2.5,5.5,-0.1836734693877551,30,49019
2026-05-04T19:10:04.085Z,2026-05-04T15:10:04.085000-04:00,SHORT,83.4,7228.0,7228.75,7239.5,7240.5,7216.5,7205.0,TIMEOUT,7229.5,2.75,5.5,-0.06382978723404255,30,47627
2026-05-04T19:10:05.405Z,2026-05-04T15:10:05.405000-04:00,SHORT,83.4,7227.5,7228.25,7238.75,7239.75,7216.25,7205.0,TIMEOUT,7229.25,3.25,5.0,-0.08695652173913043,30,47539
